Results index;Item number;Element number;Type;Group;Filler1;Filler2;Det;Noun;Case;Sent_id;Sentence;probability
7;253;2;stimul;2;NULL;NULL;pldet;plnoun;instr;18;Никита натёрся моими пихтовым и пчелиным бальзамами при лечении больных суставов.;
2;254;2;stimul;2;NULL;NULL;pldet;plnoun;instr;19;Глеб порадовал своими устным и письменным ответами на телевизионном интеллектуальном конкурсе.;
4;255;2;stimul;2;NULL;NULL;pldet;plnoun;instr;20;Илья перевязался этими марлевым и эластичным бинтами для фиксации поврежденной руки.;
19;256;2;stimul;2;NULL;NULL;pldet;plnoun;instr;21;Алексей оперировал нашими квартальным и годовым отчетами на итоговом рабочем совещании.;
1;257;2;stimul;2;NULL;NULL;pldet;plnoun;instr;22;Вячеслав вдохновился моими устным и стендовым докладами в свете актуальных проблем.;
3;258;2;stimul;2;NULL;NULL;pldet;plnoun;instr;23;Валерий увлекся своими архитектурным и инженерным расчетами для нового строящегося объекта.;
9;259;2;stimul;2;NULL;NULL;pldet;plnoun;instr;24;Ваня залюбовался этими синим и коричневым костюмами в магазине свадебной одежды.;
23;260;2;stimul;2;NULL;NULL;pldet;plnoun;instr;25;Кирилл заинтересовался нашими московским и петербургским театрами для выполнения проектной работы.;
7;261;2;stimul;2;NULL;NULL;pldet;plnoun;instr;26;Захар воодушевился моими детским и подростковым рассказами на конкурсе молодых писателей.;
2;262;2;stimul;2;NULL;NULL;pldet;plnoun;instr;27;Паша помахал своими напечатанным и нарисованным плакатами перед всеми остальными одноклассниками.;
4;263;2;stimul;2;NULL;NULL;pldet;plnoun;instr;28;Григорий занялся этими региональным и международным проектами для решения экономических задач.;
19;264;2;stimul;2;NULL;NULL;pldet;plnoun;instr;29;Виталик распорядился нашими будним и выходным днями для плодотворного совместного досуга.;
1;265;2;stimul;2;NULL;NULL;pldet;plnoun;instr;30;Женя намылился моими цветочным и медовым гелями после тяжелого рабочего дня.;
3;266;2;stimul;2;NULL;NULL;pldet;plnoun;instr;31;Анатолий вооружился своими новым и старым измерителями для сравнения полученных показаний.;
13;267;2;stimul;2;NULL;NULL;pldet;plnoun;instr;32;Родион обзавелся этими российским и иностранным автомобилями для своей большой семьи.;
3;28;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;1;Вася воспользовался нашими длинным и коротким шлангом для полива собственного сада.;
9;29;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;2;Сергей возмутился моими индивидуальным и групповым подходом после школьного открытого урока.;
23;30;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;3;Олег воспользовался своими депозитным и кредитным договором для контроля банковских операций.;
7;31;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;4;Коля восхитился этими древним и современным экспонатом на выставке европейского искусства.;
2;32;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;5;Костя поделился нашими простым и сложным рецептом в своем кулинарном блоге. ;
4;33;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;6;Антон проникся моими практическим и теоретическим методом для проведения учебного семинара.;
19;34;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;7;Володя отметился своими карандашным и акварельным рисунком на конкурсе талантливых иллюстраторов.;
1;35;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;8;Семен овладел этими прямым и боковым ударом на курсах рукопашного боя.;
3;36;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;9;Федя злоупотребил нашими острым и пряным соусом при готовке жареного мяса.;
9;37;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;10;Андрей запасся моими аналоговым и цифровым прибором для измерения динамических параметров.;
23;38;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;11;Петр ограничился своими социальным и политическим лозунгом на недавнем районном митинге.;
7;39;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;12;Филипп насладился этими горным и равнинным пейзажем за время длительного путешествия.;
2;40;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;13;Саша объелся нашими фруктовым и овощным салатом на праздничном семейном застолье.;
4;41;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;14;Дима пренебрег моими белковым и масляным кремом при украшении самодельных пирожных.;
19;42;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;15;Эдуард прославился своими комедийным и драматическим фильмом на известном международном фестивале.;
1;43;2;stimul;1;NULL;NULL;pldet;sgnoun;instr;16;Егор обзавелся этими моющим и дезинфицирующим раствором для проведения генеральной уборки.;
3;156;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;17;Игорь вакцинировался нашими первым и вторым компонентом во избежание заболевания коронавирусом.;
9;157;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;18;Никита натёрся моими пихтовым и пчелиным бальзамом при лечении больных суставов.;
23;158;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;19;Глеб порадовал своими устным и письменным ответом на телевизионном интеллектуальном конкурсе.;
7;159;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;20;Илья перевязался этими марлевым и эластичным бинтом для фиксации поврежденной руки.;
2;160;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;21;Алексей оперировал нашими квартальным и годовым отчетом на итоговом рабочем совещании.;
4;161;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;22;Вячеслав вдохновился моими устным и стендовым докладом в свете актуальных проблем.;
51;162;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;23;Валерий увлекся своими архитектурным и инженерным расчетом для нового строящегося объекта.;
1;163;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;24;Ваня залюбовался этими синим и коричневым костюмом в магазине свадебной одежды.;
3;164;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;25;Кирилл заинтересовался нашими московским и петербургским театром для выполнения проектной работы.;
9;165;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;26;Захар воодушевился моими детским и подростковым рассказом на конкурсе молодых писателей.;
23;166;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;27;Паша помахал своими напечатанным и нарисованным плакатом перед всеми остальными одноклассниками.;
7;167;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;28;Григорий занялся этими региональным и международным проектом для решения экономических задач.;
2;168;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;29;Виталик распорядился нашими будним и выходным днем для плодотворного совместного досуга.;
4;169;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;30;Женя намылился моими цветочным и медовым гелем после тяжелого рабочего дня.;
19;170;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;31;Анатолий вооружился своими новым и старым измерителем для сравнения полученных показаний.;
28;171;2;stimul;2;NULL;NULL;pldet;sgnoun;instr;32;Родион обзавелся этими российским и иностранным автомобилем для своей большой семьи.;
1;44;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;1;Вася воспользовался нашим длинным и коротким шлангами для полива собственного сада.;
3;45;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;2;Сергей возмутился моим индивидуальным и групповым подходами после школьного открытого урока.;
9;46;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;3;Олег воспользовался своим депозитным и кредитным договорами для контроля банковских операций.;
23;47;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;4;Коля восхитился этим древним и современным экспонатами на выставке европейского искусства.;
7;48;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;5;Костя поделился нашим простым и сложным рецептами в своем кулинарном блоге.;
2;49;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;6;Антон проникся моим практическим и теоретическим методами для проведения учебного семинара.;
4;50;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;7;Володя отметился своим карандашным и акварельным рисунками на конкурсе талантливых иллюстраторов.;
19;51;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;8;Семен овладел этим прямым и боковым ударами на курсах рукопашного боя.;
1;52;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;9;Федя злоупотребил нашим острым и пряным соусами при готовке жареного мяса.;
3;53;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;10;Андрей запасся моим аналоговым и цифровым приборами для измерения динамических параметров.;
9;54;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;11;Петр ограничился своим социальным и политическим лозунгами на недавнем районном митинге.;
23;55;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;12;Филипп насладился этим горным и равнинным пейзажами за время длительного путешествия.;
7;56;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;13;Саша объелся нашим фруктовым и овощным салатами на праздничном семейном застолье.;
2;57;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;14;Дима пренебрег моим белковым и масляным кремами при украшении самодельных пирожных.;
4;58;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;15;Эдуард прославился своим комедийным и драматическим фильмами на известном международном фестивале.;
19;59;2;stimul;1;NULL;NULL;sgdet;plnoun;instr;16;Егор обзавелся этим моющим и дезинфицирующим растворами для проведения генеральной уборки.;
1;172;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;17;Игорь вакцинировался нашим первым и вторым компонентами во избежание заболевания коронавирусом.;
3;173;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;18;Никита натёрся моим пихтовым и пчелиным бальзамами при лечении больных суставов.;
9;174;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;19;Глеб порадовал своим устным и письменным ответами на телевизионном интеллектуальном конкурсе.;
23;175;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;20;Илья перевязался этим марлевым и эластичным бинтами для фиксации поврежденной руки.;
7;176;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;21;Алексей оперировал нашим квартальным и годовым отчетами на итоговом рабочем совещании.;
2;177;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;22;Вячеслав вдохновился моим устным и стендовым докладами в свете актуальных проблем.;
4;178;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;23;Валерий увлекся своим архитектурным и инженерным расчетами для нового строящегося объекта.;
19;179;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;24;Ваня залюбовался этим синим и коричневым костюмами в магазине свадебной одежды.;
1;180;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;25;Кирилл заинтересовался нашим московским и петербургским театрами для выполнения проектной работы.;
3;181;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;26;Захар воодушевился моим детским и подростковым рассказами на конкурсе молодых писателей.;
9;182;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;27;Паша помахал своим напечатанным и нарисованным плакатами перед всеми остальными одноклассниками.;
23;183;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;28;Григорий занялся этим региональным и международным проектами для решения экономических задач.;
7;184;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;29;Виталик распорядился нашим будним и выходным днями для плодотворного совместного досуга.;
2;185;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;30;Женя намылился моим цветочным и медовым гелями после тяжелого рабочего дня.;
4;186;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;31;Анатолий вооружился своим новым и старым измерителями для сравнения полученных показаний.;
47;187;2;stimul;2;NULL;NULL;sgdet;plnoun;instr;32;Родион обзавелся этим российским и иностранным автомобилями для своей большой семьи.;
4;76;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;1;Вася воспользовался нашим длинным и коротким шлангом для полива собственного сада.;
19;77;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;2;Сергей возмутился моим индивидуальным и групповым подходом после школьного открытого урока.;
1;78;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;3;Олег воспользовался своим депозитным и кредитным договором для контроля банковских операций.;
3;79;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;4;Коля восхитился этим древним и современным экспонатом на выставке европейского искусства.;
9;80;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;5;Костя поделился нашим простым и сложным рецептом в своем кулинарном блоге. ;
23;81;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;6;Антон проникся моим практическим и теоретическим методом для проведения учебного семинара.;
7;82;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;7;Володя отметился своим карандашным и акварельным рисунком на_конкурсе талантливых иллюстраторов.;
2;83;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;8;Семен овладел этим прямым и боковым ударом на курсах рукопашного боя.;
4;84;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;9;Федя злоупотребил нашим острым и пряным соусом при готовке жареного мяса.;
19;85;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;10;Андрей запасся моим аналоговым и цифровым прибором для измерения динамических параметров.;
1;86;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;11;Петр ограничился своим социальным и политическим лозунгом на недавнем районном митинге.;
3;87;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;12;Филипп насладился этим горным и равнинным пейзажем за время длительного путешествия.;
9;88;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;13;Саша объелся нашим фруктовым и овощным салатом на праздничном семейном застолье.;
50;89;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;14;Дима пренебрег моим белковым и масляным кремом при украшении самодельных пирожных.;
7;90;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;15;Эдуард прославился своим комедийным и драматическим фильмом на известном международном фестивале.;
2;91;2;stimul;1;NULL;NULL;sgdet;sgnoun;instr;16;Егор обзавелся этим моющим и дезинфицирующим раствором для проведения генеральной уборки.;
4;204;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;17;Игорь вакцинировался нашим первым и вторым компонентом во избежание заболевания коронавирусом.;
19;205;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;18;Никита натёрся моим пихтовым и пчелиным бальзамом при лечении больных суставов.;
1;206;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;19;Глеб порадовал своим устным и письменным ответом на телевизионном интеллектуальном конкурсе.;
3;207;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;20;Илья перевязался этим марлевым и эластичным бинтом для фиксации поврежденной руки.;
9;208;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;21;Алексей оперировал нашим квартальным и годовым отчетом на итоговом рабочем совещании.;
23;209;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;22;Вячеслав вдохновился моим устным и стендовым докладом в свете актуальных проблем.;
7;210;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;23;Валерий увлекся своим архитектурным и инженерным расчетом для нового строящегося объекта.;
2;211;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;24;Ваня залюбовался этим синим и коричневым костюмом в магазине свадебной одежды.;
4;212;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;25;Кирилл заинтересовался нашим московским и петербургским театром для выполнения проектной работы.;
19;213;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;26;Захар воодушевился моим детским и подростковым рассказом на конкурсе молодых писателей.;
1;214;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;27;Паша помахал своим напечатанным и нарисованным плакатом перед всеми остальными одноклассниками.;
3;215;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;28;Григорий занялся этим региональным и международным проектом для решения экономических задач.;
9;216;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;29;Виталик распорядился нашим будним и выходным днем для плодотворного совместного досуга.;
23;217;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;30;Женя намылился моим цветочным и медовым гелем после тяжелого рабочего дня.;
7;218;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;31;Анатолий вооружился своим новым и старым измерителем для сравнения полученных показаний.;
24;219;2;stimul;2;NULL;NULL;sgdet;sgnoun;instr;32;Родион обзавелся этим российским и иностранным автомобилем для своей большой семьи.;
1;270;2;filler;1;bad;loc;NULL;NULL;NULL;NULL;Виктор рассказал о важных теоретических результате на факультетском научном собрании.;
1;271;2;filler;1;bad;dat;NULL;NULL;NULL;NULL;Алина предалась романтическим мечтах и размышлениях на скамейке городского парка.;
1;274;2;filler;1;bad;loc;NULL;NULL;NULL;NULL;Лиза заперлась в самых дальних комнате после неприятной семейной ссоры.;
1;275;2;filler;1;bad;dat;NULL;NULL;NULL;NULL;Тимур поддался многочисленным просьбах и убеждениях насчёт программы планируемого мероприятия.;
1;278;2;filler;1;bad;loc;NULL;NULL;NULL;NULL;Максим доложил об обнаруженных технических проблеме на обсуждении текущих сложностей.;
1;279;2;filler;1;bad;dat;NULL;NULL;NULL;NULL;Света научилась старинным манерах и традициях на стилизованном историческом балу.;
1;282;2;filler;1;bad;loc;NULL;NULL;NULL;NULL;Наталья расположилась в своих просторных кабинете после долгого плодотворного совещания.;
1;283;2;filler;1;bad;dat;NULL;NULL;NULL;NULL;Ростислав посодействовал воодушевляющим целях и стремлениях на форуме молодых учёных.;
1;286;2;filler;2;bad;loc;NULL;NULL;NULL;NULL;Аркадий оказался в государственных налоговых службе после окончания финансового университета.;
1;287;2;filler;2;bad;dat;NULL;NULL;NULL;NULL;Даша позавидовала чужим наградах и успехах на конкурсе творческих талантов.;
1;290;2;filler;2;bad;loc;NULL;NULL;NULL;NULL;Лена сосредоточилась на знакомых идиллических картине на выставке классической живописи.;
1;291;2;filler;2;bad;dat;NULL;NULL;NULL;NULL;Тихон помешал запланированным расчётах и построениях на строящемся спортивном объекте.;
1;294;2;filler;2;bad;loc;NULL;NULL;NULL;NULL;Леонид поучаствовал в городских марафонских забеге в начале прошлого лета.;
1;295;2;filler;2;bad;dat;NULL;NULL;NULL;NULL;Маша удивилась ребяческим словах и поступках в фильме советского режиссёра.;
1;298;2;filler;2;bad;loc;NULL;NULL;NULL;NULL;Лариса победила в международных музыкальных конкурсе в конце этой зимы.;
1;299;2;filler;2;bad;dat;NULL;NULL;NULL;NULL;Влад удовлетворил предъявленным требованиях и стандартах для получения водительского удостоверения.;
1;269;2;filler;1;good;dat;NULL;NULL;NULL;NULL;Эвелина сообщила передовым газетам и телеканалам о дате торжественного бракосочетания.;
1;272;2;filler;1;good;loc;NULL;NULL;NULL;NULL;Сережа вспомнил о недавнем новогоднем празднике в школьном актовом зале.;
1;273;2;filler;1;good;dat;NULL;NULL;NULL;NULL;Альберт поспособствовал юношеским начинаниям и увлечениям путем перечисления значительных вложений.;
1;276;2;filler;1;good;loc;NULL;NULL;NULL;NULL;Ирина подумала о тревожном утреннем звонке из школы младшего сына.;
1;277;2;filler;1;good;dat;NULL;NULL;NULL;NULL;София воспрепятствовала современным технологиям и инновациям в классической гуманитарной гимназии.;
1;280;2;filler;1;good;loc;NULL;NULL;NULL;NULL;Илья заговорил о последнем трагичном событии с раненым пострадавшим человеком.;
1;281;2;filler;1;good;dat;NULL;NULL;NULL;NULL;Степа последовал мудрым советам и наставлениям после первого психологического тренинга.;
1;284;2;filler;1;good;loc;NULL;NULL;NULL;NULL;Галя сыграла на классической семиструнной гитаре для своих близких друзей.;
1;285;2;filler;2;good;dat;NULL;NULL;NULL;NULL;Катя уступила настойчивым мольбам и уговорам о покупке игрушечного автомобиля.;
1;288;2;filler;2;good;loc;NULL;NULL;NULL;NULL;Даниил отработал на закрытом металлургическом заводе до наступления заслуженной пенсии.;
1;289;2;filler;2;good;dat;NULL;NULL;NULL;NULL;Станислав посвятил его внутриполитическим достижениям и проблемам для решения накопленных вопросов.;
1;292;2;filler;2;good;loc;NULL;NULL;NULL;NULL;Вера поехала на своём горном велосипеде в долгожданный летний поход.;
1;293;2;filler;2;good;dat;NULL;NULL;NULL;NULL;Тамара подарила их городским школам и садам для воспитания подрастающего поколения.;
1;296;2;filler;2;good;loc;NULL;NULL;NULL;NULL;Валентин упал на скользком бетонном полу при исполнении сложного вращения.;
1;297;2;filler;2;good;dat;NULL;NULL;NULL;NULL;Тимофей помог местным инженерам и рабочим в минуту экономического кризиса.;
1;300;2;filler;2;good;loc;NULL;NULL;NULL;NULL;Люба побывала в знаменитом московском цирке в компании наших родственников.;
